,compound,neutral,negative,positive
4690,-0.891,0.812,0.133,0.054
4691,-0.9612,0.786,0.172,0.042
4692,-0.6705,0.858,0.113,0.029
4693,-0.9368,0.903,0.07,0.027
4694,0.1197,0.835,0.078,0.087
4695,-0.3182,0.835,0.091,0.074
4696,0.9386,0.827,0.046,0.127
4697,0.3182,0.84,0.077,0.083
4698,0.0516,0.893,0.056,0.051
4699,0.2422,0.886,0.06,0.055
4700,0.9928,0.785,0.063,0.152
4701,-0.7783,0.82,0.18,0.0
4702,-0.4588,0.869,0.085,0.046
4703,0.9701,0.81,0.049,0.141
4704,0.6166,0.883,0.053,0.063
4705,-0.9603,0.874,0.072,0.054
4706,0.9937,0.649,0.079,0.273
4707,0.9964,0.817,0.03,0.153
4708,-0.7783,0.894,0.106,0.0
4709,-0.228,0.803,0.118,0.079
4710,-0.5106,0.838,0.107,0.055
4711,0.9959,0.813,0.045,0.142
4712,0.3527,0.85,0.073,0.077
4713,-0.6848,0.853,0.114,0.033
4714,-0.7717,0.856,0.119,0.025
4715,-0.6705,0.899,0.08,0.021
4716,-0.4162,0.794,0.114,0.092
4717,-0.7717,0.854,0.12,0.025
4718,0.6553,0.849,0.063,0.088
4719,0.4767,0.88,0.051,0.069
4720,-0.7418,0.841,0.093,0.066
4721,0.8264,0.875,0.042,0.083
4722,-0.0667,0.885,0.059,0.057
4723,-0.6369,0.925,0.053,0.022
4724,-0.7783,0.836,0.164,0.0
4725,-0.7579,0.856,0.126,0.019
4726,-0.6486,0.886,0.089,0.025
4727,0.9943,0.864,0.032,0.104
4728,-0.8668,0.881,0.099,0.02
4729,-0.7297,0.888,0.073,0.04
4730,-0.7717,0.832,0.149,0.019
4731,-0.2462,0.799,0.108,0.092
4732,0.2063,0.829,0.089,0.081
4733,-0.9919,0.751,0.249,0.0
4734,-0.5719,0.721,0.163,0.116
4735,-0.7783,0.833,0.167,0.0
4736,-0.7783,0.881,0.119,0.0
4737,0.9545,0.734,0.071,0.195
4738,-0.7783,0.876,0.124,0.0
4739,-0.9542,0.875,0.102,0.023
4740,-0.9796,0.828,0.121,0.051
4741,-0.7783,0.937,0.063,0.0
4742,-0.6908,0.886,0.092,0.022
4743,-0.836,0.874,0.088,0.038
4744,-0.128,0.922,0.042,0.035
4745,0.9505,0.779,0.062,0.159
4746,-0.7579,0.847,0.097,0.056
4747,-0.5574,0.882,0.08,0.038
4748,0.9866,0.832,0.036,0.132
4749,0.5106,0.801,0.088,0.111
4750,-0.9895,0.732,0.239,0.029
4751,-0.9743,0.822,0.123,0.055
4752,-0.7783,0.969,0.031,0.0
4753,-0.25,0.818,0.087,0.096
4754,-0.9595,0.789,0.169,0.041
4755,-0.7783,0.823,0.177,0.0
4756,0.8519,0.872,0.047,0.081
4757,-0.9918,0.793,0.176,0.031
4758,-0.6705,0.893,0.085,0.022
4759,-0.996,0.762,0.198,0.041
4760,0.2422,0.924,0.038,0.038
4761,0.9764,0.87,0.042,0.088
4762,-0.7783,0.87,0.13,0.0
4763,-0.5994,0.875,0.087,0.038
4764,-0.5035,0.829,0.085,0.086
4765,-0.373,0.832,0.082,0.085
4766,-0.8468,0.936,0.051,0.013
4767,-0.2023,0.821,0.106,0.072
4768,0.5423,0.835,0.069,0.096
4769,0.992,0.764,0.095,0.142
4770,-0.9274,0.836,0.164,0.0
4771,-0.6705,0.865,0.107,0.028
4772,-0.7783,0.83,0.17,0.0
4773,-0.0772,0.797,0.11,0.093
4774,-0.7783,0.83,0.17,0.0
4775,-0.8283,0.775,0.162,0.063
4776,-0.5719,0.86,0.096,0.045
4777,0.9068,0.882,0.036,0.082
4778,-0.7184,0.874,0.104,0.022
4779,0.9884,0.788,0.063,0.149
4780,0.3313,0.834,0.077,0.089
4781,-0.2023,0.879,0.07,0.051
4782,0.7592,0.831,0.07,0.099
4783,-0.4939,0.87,0.085,0.044
4784,0.5662,0.785,0.109,0.105
4785,-0.8615,0.841,0.137,0.021
4786,-0.714,0.869,0.092,0.039
4787,0.09,0.87,0.064,0.066
4788,-0.5106,0.853,0.097,0.05
4789,0.1406,0.893,0.052,0.055
4790,0.0943,0.784,0.102,0.115
4791,0.9183,0.894,0.03,0.075
4792,-0.6369,0.885,0.082,0.034
4793,-0.9456,0.913,0.05,0.037
4794,-0.6705,0.852,0.117,0.031
4795,-0.7783,0.89,0.11,0.0
4796,0.1027,0.869,0.064,0.067
4797,0.7752,0.885,0.047,0.068
4798,-0.7783,0.874,0.126,0.0
4799,-0.8442,0.838,0.118,0.044
4800,-0.7783,0.82,0.18,0.0
4801,0.8722,0.837,0.054,0.109
4802,0.9582,0.716,0.099,0.185
4803,-0.8608,0.828,0.154,0.019
4804,-0.8047,0.841,0.118,0.042
4805,-0.8126,0.86,0.105,0.034
4806,-0.6542,0.85,0.089,0.062
4807,-0.4528,0.877,0.08,0.044
4808,-0.451,0.86,0.084,0.056
4809,0.1027,0.798,0.104,0.098
4810,0.1779,0.859,0.064,0.076
4811,0.9729,0.857,0.061,0.082
4812,0.9955,0.79,0.053,0.158
4813,-0.0258,0.817,0.083,0.1
4814,0.9812,0.835,0.061,0.103
4815,0.9479,0.827,0.059,0.114
4816,0.9143,0.78,0.087,0.133
4817,-0.8245,0.87,0.071,0.059
4818,-0.9091,0.881,0.09,0.029
4819,-0.7783,0.83,0.17,0.0
4820,-0.9979,0.872,0.121,0.007
4821,-0.4588,0.82,0.116,0.063
4822,-0.9229,0.778,0.131,0.091
4823,-0.2481,0.858,0.08,0.062
4824,-0.8403,0.879,0.092,0.029
4825,-0.9052,0.781,0.132,0.086
4826,-0.6705,0.842,0.126,0.033
4827,-0.316,0.782,0.104,0.114
4828,0.1754,0.781,0.104,0.115
4829,0.2263,0.828,0.087,0.086
4830,-0.91,0.936,0.054,0.01
4831,-0.5063,0.83,0.124,0.045
4832,-0.4939,0.889,0.073,0.038
4833,0.8029,0.87,0.056,0.074
4834,0.9816,0.823,0.041,0.136
4835,-0.7845,0.82,0.132,0.048
4836,-0.9666,0.738,0.162,0.099
4837,0.9781,0.771,0.05,0.179
4838,-0.2062,0.783,0.101,0.116
4839,-0.9654,0.815,0.095,0.089
4840,-0.5574,0.854,0.099,0.047
4841,0.886,0.809,0.067,0.124
4842,-0.7783,0.872,0.128,0.0
4843,0.8479,0.816,0.061,0.122
4844,0.5719,0.805,0.091,0.104
4845,0.9231,0.848,0.035,0.116
4846,0.0772,0.84,0.079,0.081
4847,-0.6701,0.849,0.079,0.072
4848,-0.9762,0.905,0.08,0.015
4849,-0.9298,0.912,0.061,0.027
4850,-0.4404,0.838,0.097,0.065
4851,0.9475,0.871,0.03,0.099
4852,-0.0516,0.757,0.139,0.104
4853,-0.7783,0.823,0.177,0.0
4854,-0.7783,0.845,0.155,0.0
4855,-0.7783,0.83,0.17,0.0
4856,-0.8209,0.906,0.074,0.019
4857,-0.9786,0.835,0.104,0.061
4858,-0.7647,0.853,0.082,0.066
4859,-0.6705,0.886,0.091,0.024
4860,0.9214,0.859,0.045,0.096
4861,-0.4329,0.853,0.096,0.051
4862,0.9343,0.809,0.062,0.13
4863,-0.9386,0.813,0.187,0.0
4864,-0.9191,0.851,0.129,0.02
4865,-0.8658,0.814,0.129,0.058
4866,-0.7783,0.83,0.17,0.0
4867,-0.8316,0.805,0.14,0.054
4868,-0.7783,0.823,0.177,0.0
4869,-0.3818,0.837,0.096,0.067
4870,0.5574,0.798,0.09,0.113
4871,0.9473,0.767,0.083,0.151
4872,0.9473,0.779,0.078,0.143
4873,-0.8446,0.835,0.085,0.08
4874,-0.9347,0.762,0.122,0.116
4875,-0.7783,0.872,0.128,0.0
4876,-0.3291,0.878,0.081,0.041
4877,-0.7685,0.889,0.08,0.031
4878,-0.7783,0.833,0.167,0.0
4879,-0.816,0.907,0.072,0.021
4880,0.9947,0.798,0.062,0.141
4881,-0.9637,0.788,0.12,0.091
4882,-0.5993,0.845,0.08,0.075
4883,-0.8316,0.865,0.116,0.02
4884,0.707,0.892,0.04,0.068
4885,-0.9706,0.732,0.147,0.12
4886,0.3694,0.848,0.07,0.082
4887,-0.2846,0.833,0.095,0.072
4888,-0.9347,0.891,0.066,0.043
4889,-0.9814,0.766,0.17,0.063
4890,-0.5186,0.731,0.136,0.132
4891,-0.2846,0.838,0.092,0.07
4892,-0.5106,0.889,0.073,0.037
4893,-0.946,0.749,0.167,0.084
4894,-0.7804,0.892,0.067,0.041
4895,0.9437,0.791,0.055,0.155
4896,-0.8964,0.873,0.113,0.014
4897,-0.1407,0.902,0.054,0.044
4898,-0.9902,0.87,0.088,0.042
4899,0.9758,0.816,0.053,0.131
4900,0.041,0.832,0.091,0.077
4901,0.3525,0.851,0.073,0.076
4902,-0.9617,0.788,0.12,0.093
4903,-0.9899,0.884,0.087,0.029
4904,-0.7219,0.859,0.113,0.028
4905,0.3595,0.879,0.056,0.065
4906,-0.6586,0.87,0.099,0.031
4907,-0.7783,0.858,0.142,0.0
4908,-0.7003,0.873,0.104,0.024
4909,0.8151,0.718,0.108,0.174
4910,0.8481,0.736,0.104,0.16
4911,-0.6603,0.865,0.068,0.067
4912,-0.9482,0.876,0.099,0.025
4913,-0.6705,0.873,0.101,0.026
4914,-0.8863,0.818,0.112,0.07
4915,-0.6705,0.878,0.097,0.025
4916,-0.296,0.783,0.118,0.099
4917,-0.7424,0.893,0.089,0.018
4918,0.7622,0.801,0.09,0.109
4919,-0.7783,0.872,0.128,0.0
4920,0.1357,0.879,0.063,0.058
4921,0.9684,0.724,0.102,0.174
4922,-0.4389,0.729,0.168,0.103
4923,-0.7783,0.827,0.173,0.0
4924,-0.7783,0.839,0.161,0.0
4925,-0.4019,0.828,0.099,0.073
4926,0.2263,0.844,0.076,0.081
4927,0.9936,0.761,0.054,0.185
4928,0.9947,0.767,0.06,0.173
4929,-0.3182,0.836,0.089,0.076
4930,-0.7543,0.888,0.096,0.016
4931,0.9287,0.792,0.057,0.151
4932,-0.1548,0.883,0.06,0.057
4933,-0.9765,0.877,0.099,0.024
4934,0.9987,0.855,0.052,0.093
4935,-0.3818,0.794,0.121,0.085
4936,-0.7783,0.877,0.123,0.0
4937,-0.6705,0.883,0.085,0.032
4938,-0.9757,0.801,0.115,0.084
4939,0.8047,0.869,0.041,0.089
4940,-0.7311,0.827,0.146,0.027
4941,0.7876,0.83,0.064,0.106
4942,0.9809,0.843,0.068,0.089
4943,0.9541,0.845,0.056,0.099
4944,-0.1779,0.829,0.095,0.076
4945,0.7015,0.898,0.041,0.061
4946,-0.8126,0.781,0.124,0.095
4947,-0.9618,0.81,0.146,0.043
4948,-0.8402,0.781,0.12,0.099
4949,-0.8402,0.91,0.09,0.0
4950,-0.7579,0.84,0.13,0.03
4951,-0.9633,0.801,0.124,0.075
4952,0.9986,0.82,0.059,0.121
4953,-0.8097,0.844,0.086,0.07
4954,0.5398,0.884,0.046,0.07
4955,0.9892,0.732,0.05,0.217
4956,0.9922,0.754,0.04,0.206
4957,0.9577,0.876,0.03,0.094
4958,0.9966,0.756,0.033,0.211
4959,-0.9875,0.669,0.234,0.097
4960,-0.7945,0.834,0.116,0.05
4961,-0.7959,0.825,0.175,0.0
4962,-0.508,0.817,0.111,0.072
4963,-0.4708,0.859,0.083,0.059
4964,-0.1007,0.821,0.097,0.082
4965,-0.5093,0.849,0.099,0.052
4966,0.7579,0.885,0.049,0.066
4967,-0.9367,0.944,0.037,0.019
4968,-0.9418,0.94,0.039,0.021
4969,0.9833,0.882,0.046,0.071
4970,0.9941,0.758,0.103,0.139
4971,0.3267,0.787,0.111,0.102
4972,0.7174,0.828,0.067,0.106
4973,0.3182,0.812,0.083,0.105
4974,0.5574,0.851,0.059,0.09
4975,-0.8193,0.94,0.045,0.015
4976,-0.789,0.854,0.097,0.049
4977,-0.8038,0.768,0.159,0.073
4978,-0.9823,0.874,0.101,0.024
4979,0.4927,0.791,0.099,0.11
4980,-0.0772,0.911,0.049,0.04
4981,0.9908,0.862,0.02,0.118
4982,-0.7717,0.859,0.117,0.024
4983,0.9806,0.733,0.061,0.206
4984,0.9684,0.727,0.062,0.211
4985,0.9916,0.726,0.04,0.234
4986,-0.9801,0.871,0.097,0.033
4987,-0.9806,0.811,0.109,0.08
4988,0.9991,0.836,0.024,0.14
4989,-0.9187,0.802,0.142,0.056
4990,-0.6369,0.86,0.108,0.032
4991,-0.9865,0.842,0.106,0.052
4992,-0.9312,0.85,0.09,0.06
4993,-0.7684,0.765,0.132,0.102
4994,0.9669,0.821,0.07,0.109
4995,0.9986,0.798,0.068,0.134
4996,0.9973,0.798,0.063,0.138
4997,0.8944,0.808,0.062,0.13
4998,0.9833,0.816,0.068,0.116
4999,-0.8225,0.849,0.133,0.018
5000,0.9961,0.781,0.055,0.164
5001,0.25,0.797,0.102,0.102
5002,-0.7783,0.882,0.118,0.0
5003,-0.4939,0.893,0.07,0.037
5004,-0.25,0.816,0.104,0.08
5005,0.8553,0.842,0.055,0.102
5006,0.9995,0.794,0.066,0.14
5007,0.9973,0.798,0.063,0.138
5008,0.9918,0.807,0.075,0.119
5009,0.9951,0.805,0.063,0.133
5010,0.9953,0.822,0.061,0.116
5011,0.9976,0.771,0.075,0.154
5012,0.9979,0.778,0.07,0.152
5013,0.9979,0.778,0.07,0.152
5014,0.2654,0.863,0.064,0.072
5015,0.8668,0.863,0.052,0.086
5016,0.6633,0.859,0.049,0.091
5017,0.9226,0.777,0.09,0.132
5018,0.9647,0.866,0.039,0.096
5019,-0.007,0.832,0.08,0.089
5020,0.9997,0.793,0.084,0.123
5021,0.5551,0.823,0.087,0.09
5022,0.5499,0.826,0.08,0.094
5023,-0.5514,0.87,0.087,0.043
5024,0.9894,0.789,0.087,0.124
5025,0.9824,0.796,0.088,0.117
5026,0.4673,0.757,0.121,0.122
5027,-0.7783,0.836,0.164,0.0
5028,-0.8074,0.915,0.073,0.012
5029,-0.2003,0.862,0.077,0.062
5030,-0.7858,0.847,0.079,0.073
5031,-0.9695,0.842,0.087,0.071
5032,0.9978,0.79,0.074,0.136
5033,0.25,0.863,0.065,0.072
5034,0.9497,0.86,0.037,0.103
5035,0.7556,0.836,0.069,0.094
5036,0.9287,0.825,0.07,0.105
5037,-0.0774,0.911,0.045,0.044
5038,-0.4767,0.794,0.113,0.092
5039,-0.1779,0.817,0.101,0.082
5040,0.9974,0.777,0.044,0.18
5041,-0.9048,0.84,0.113,0.047
5042,-0.248,0.78,0.127,0.093
5043,0.5848,0.791,0.09,0.119
5044,0.993,0.795,0.035,0.17
5045,-0.9662,0.791,0.113,0.096
5046,-0.743,0.907,0.08,0.014
5047,-0.9274,0.754,0.246,0.0
5048,-0.7977,0.908,0.053,0.04
5049,-0.9815,0.839,0.098,0.063
5050,-0.9393,0.883,0.093,0.025
5051,0.9911,0.798,0.036,0.166
5052,-0.7783,0.868,0.132,0.0
5053,0.998,0.824,0.047,0.128
5054,-0.9201,0.893,0.079,0.029
5055,-0.7783,0.836,0.164,0.0
5056,0.993,0.816,0.044,0.14
5057,0.9742,0.872,0.03,0.098
5058,0.5719,0.773,0.099,0.129
5059,-0.0258,0.862,0.074,0.064
5060,0.8591,0.793,0.067,0.14
5061,-0.7783,0.833,0.167,0.0
5062,0.7622,0.875,0.046,0.08
5063,0.783,0.808,0.092,0.1
5064,0.7351,0.812,0.075,0.113
5065,-0.8519,0.788,0.212,0.0
5066,-0.9296,0.817,0.137,0.047
5067,0.9196,0.791,0.102,0.106
5068,0.9974,0.792,0.075,0.133
5069,-0.7579,0.858,0.124,0.018
5070,0.5435,0.817,0.075,0.108
5071,0.9831,0.793,0.082,0.125
5072,-0.0846,0.8,0.115,0.085
5073,0.7011,0.841,0.058,0.101
5074,0.9971,0.738,0.083,0.179
5075,0.9975,0.809,0.036,0.154
5076,0.5266,0.933,0.028,0.039
5077,-0.0516,0.837,0.088,0.076
5078,0.0752,0.779,0.126,0.095
5079,-0.9977,0.775,0.2,0.025
5080,-0.9981,0.788,0.188,0.024
5081,-0.9983,0.739,0.256,0.005
5082,-0.7906,0.803,0.141,0.055
5083,-0.4497,0.877,0.086,0.038
5084,0.4939,0.776,0.105,0.119
5085,-0.9638,0.809,0.156,0.035
5086,-0.9638,0.833,0.122,0.045
5087,-0.9899,0.732,0.158,0.11
5088,-0.7783,0.868,0.132,0.0
5089,0.9946,0.688,0.092,0.22
5090,-0.7345,0.867,0.1,0.033
5091,0.7158,0.76,0.114,0.126
5092,-0.8885,0.832,0.147,0.02
5093,-0.7783,0.921,0.079,0.0
5094,-0.6502,0.839,0.095,0.066
5095,-0.9345,0.88,0.08,0.041
5096,0.9251,0.797,0.085,0.118
5097,0.993,0.825,0.075,0.099
5098,0.9748,0.78,0.077,0.144
5099,0.9859,0.778,0.069,0.153
5100,-0.6705,0.883,0.093,0.024
5101,-0.7351,0.917,0.057,0.027
5102,-0.7783,0.892,0.108,0.0
5103,-0.425,0.825,0.087,0.089
5104,-0.7783,0.86,0.14,0.0
5105,0.9982,0.844,0.037,0.119
5106,-0.9966,0.835,0.111,0.055
5107,-0.8,0.788,0.175,0.037
5108,0.9896,0.856,0.024,0.12
5109,-0.1531,0.846,0.085,0.069
5110,-0.4926,0.816,0.107,0.076
5111,-0.9274,0.941,0.059,0.0
5112,-0.8481,0.706,0.231,0.063
5113,-0.6384,0.754,0.122,0.124
5114,0.9993,0.832,0.022,0.146
5115,0.8074,0.859,0.051,0.089
5116,-0.9933,0.82,0.134,0.047
5117,-0.6124,0.794,0.121,0.085
5118,0.9971,0.813,0.04,0.148
5119,-0.7289,0.86,0.114,0.025
5120,-0.886,0.798,0.176,0.026
5121,-0.9865,0.74,0.134,0.126
5122,-0.0738,0.815,0.095,0.089
5123,-0.9869,0.75,0.129,0.121
5124,-0.8002,0.827,0.118,0.055
5125,-0.7783,0.848,0.152,0.0
5126,-0.7184,0.786,0.177,0.036
5127,0.4522,0.81,0.077,0.112
5128,-0.7096,0.842,0.13,0.028
5129,-0.6705,0.854,0.116,0.03
5130,-0.9997,0.759,0.133,0.108
5131,0.1363,0.889,0.057,0.054
5132,0.9962,0.834,0.038,0.128
5133,-0.6875,0.813,0.119,0.067
5134,-0.7184,0.825,0.145,0.03
5135,-0.128,0.894,0.06,0.046
5136,0.7964,0.755,0.101,0.144
5137,0.012,0.82,0.083,0.097
5138,0.8467,0.837,0.065,0.098
5139,0.25,0.883,0.055,0.062
5140,0.4019,0.885,0.051,0.064
5141,0.3034,0.825,0.08,0.095
5142,-0.25,0.863,0.077,0.06
5143,-0.7865,0.835,0.111,0.054
5144,0.9778,0.806,0.041,0.153
5145,0.2732,0.823,0.083,0.094
5146,0.897,0.801,0.072,0.127
5147,-0.2111,0.822,0.106,0.072
5148,-0.5165,0.873,0.079,0.048
5149,-0.954,0.761,0.135,0.104
5150,0.6326,0.863,0.06,0.078
5151,-0.8934,0.784,0.177,0.039
5152,-0.5423,0.874,0.085,0.041
5153,0.6549,0.847,0.061,0.091
5154,-0.9861,0.841,0.159,0.0
5155,0.7899,0.808,0.085,0.107
5156,0.7958,0.818,0.079,0.103
5157,0.6369,0.856,0.058,0.086
5158,0.4767,0.847,0.068,0.085
5159,0.9962,0.714,0.067,0.22
5160,-0.4588,0.825,0.105,0.069
5161,-0.9992,0.778,0.148,0.074
5162,0.9854,0.751,0.068,0.181
5163,0.9991,0.782,0.052,0.167
5164,-0.6705,0.878,0.097,0.025
5165,-0.7088,0.85,0.121,0.029
5166,0.5123,0.733,0.129,0.138
5167,-0.9851,0.874,0.075,0.051
5168,0.9713,0.844,0.051,0.105
5169,-0.8902,0.828,0.147,0.025
5170,-0.836,0.837,0.136,0.027
5171,-0.9935,0.852,0.09,0.058
5172,0.9735,0.7,0.121,0.179
5173,-0.9518,0.862,0.105,0.033
5174,-0.9931,0.858,0.085,0.057
5175,0.8209,0.844,0.055,0.102
5176,0.9972,0.77,0.042,0.188
5177,-0.7783,0.932,0.068,0.0
5178,-0.2087,0.816,0.094,0.09
5179,0.9161,0.848,0.045,0.107
5180,0.8934,0.878,0.038,0.084
5181,-0.0772,0.85,0.078,0.072
5182,-0.9841,0.862,0.082,0.056
5183,-0.6597,0.855,0.114,0.031
5184,0.96,0.829,0.045,0.125
5185,-0.9682,0.786,0.169,0.045
5186,-0.9868,0.828,0.151,0.02
5187,0.9056,0.823,0.059,0.118
5188,-0.8957,0.875,0.108,0.017
5189,-0.7269,0.829,0.121,0.05
5190,-0.9705,0.792,0.153,0.055
5191,-0.9868,0.828,0.151,0.02
5192,0.8797,0.842,0.067,0.091
5193,-0.863,0.906,0.094,0.0
5194,0.0516,0.795,0.108,0.098
5195,-0.9867,0.847,0.096,0.057
5196,-0.7783,0.85,0.15,0.0
5197,-0.4939,0.865,0.089,0.046
5198,-0.982,0.75,0.232,0.018
5199,0.1027,0.882,0.058,0.06
5200,0.9913,0.801,0.029,0.169
5201,-0.5994,0.872,0.08,0.048
5202,0.5093,0.862,0.067,0.071
5203,0.9698,0.821,0.039,0.14
5204,-0.7783,0.839,0.161,0.0
5205,-0.7223,0.813,0.115,0.071
5206,0.8029,0.813,0.073,0.114
5207,-0.7883,0.905,0.082,0.014
5208,-0.8834,0.847,0.108,0.045
5209,0.0085,0.842,0.088,0.071
5210,-0.7845,0.868,0.088,0.044
5211,-0.6808,0.879,0.074,0.046
5212,-0.802,0.955,0.031,0.015
5213,-0.1027,0.905,0.051,0.043
5214,-0.7783,0.879,0.121,0.0
5215,-0.7964,0.937,0.039,0.024
5216,0.9129,0.861,0.064,0.075
5217,-0.747,0.897,0.084,0.019
5218,0.9757,0.867,0.055,0.078
5219,0.8765,0.832,0.072,0.096
5220,0.0516,0.884,0.057,0.059
5221,-0.7184,0.802,0.164,0.034
5222,0.9939,0.697,0.065,0.238
5223,-0.8231,0.809,0.191,0.0
5224,-0.7783,0.848,0.152,0.0
5225,-0.9741,0.872,0.11,0.018
5226,-0.9914,0.825,0.141,0.034
5227,-0.6369,0.858,0.101,0.041
5228,-0.9021,0.836,0.143,0.021
5229,-0.8807,0.901,0.091,0.008
5230,0.9821,0.793,0.064,0.143
5231,-0.0258,0.827,0.098,0.075
5232,-0.4939,0.78,0.156,0.064
5233,0.9893,0.804,0.044,0.152
5234,-0.7783,0.848,0.152,0.0
5235,0.9998,0.824,0.066,0.11
5236,0.9998,0.823,0.065,0.112
5237,-0.9939,0.813,0.147,0.04
5238,-0.2714,0.727,0.139,0.133
5239,-0.8047,0.837,0.105,0.058
5240,0.6588,0.717,0.124,0.159
5241,-0.7783,0.879,0.121,0.0
5242,-0.6808,0.857,0.114,0.029
5243,0.2023,0.794,0.093,0.112
5244,-0.2168,0.834,0.086,0.08
5245,0.6868,0.839,0.062,0.1
5246,-0.7059,0.875,0.1,0.025
5247,-0.9704,0.794,0.127,0.079
5248,0.6597,0.83,0.062,0.108
5249,0.2263,0.858,0.064,0.078
5250,-0.6705,0.871,0.102,0.027
5251,0.0181,0.821,0.089,0.091
5252,-0.9451,0.894,0.087,0.019
5253,0.8875,0.82,0.068,0.112
5254,0.933,0.833,0.057,0.109
5255,-0.7783,0.853,0.147,0.0
5256,0.264,0.838,0.088,0.074
5257,0.0,0.788,0.12,0.092
5258,-0.6403,0.82,0.096,0.084
5259,-0.7611,0.815,0.102,0.083
5260,-0.6486,0.879,0.094,0.027
5261,-0.3409,0.837,0.096,0.066
5262,-0.7783,0.839,0.161,0.0
5263,-0.9977,0.813,0.111,0.076
5264,-0.9958,0.806,0.136,0.057
5265,-0.2732,0.819,0.103,0.078
5266,-0.4215,0.826,0.103,0.071
5267,-0.7783,0.836,0.164,0.0
5268,-0.128,0.838,0.089,0.074
5269,0.1531,0.849,0.073,0.078
5270,-0.7184,0.954,0.038,0.008
5271,-0.7783,0.862,0.138,0.0
5272,-0.7783,0.845,0.155,0.0
5273,0.9938,0.842,0.063,0.094
5274,-0.6908,0.786,0.173,0.041
5275,-0.6908,0.786,0.173,0.041
5276,-0.9972,0.829,0.111,0.06
5277,0.953,0.845,0.069,0.086
5278,-0.4071,0.888,0.055,0.058
5279,0.9918,0.867,0.038,0.095
5280,-0.7269,0.906,0.079,0.015
5281,-0.5859,0.908,0.059,0.033
5282,-0.9637,0.88,0.077,0.042
5283,-0.7783,0.853,0.147,0.0
5284,0.9899,0.869,0.044,0.087
5285,0.1849,0.823,0.102,0.075
5286,0.9105,0.855,0.05,0.095
5287,-1.0,0.764,0.148,0.089
5288,0.9772,0.815,0.057,0.127
5289,0.5423,0.799,0.084,0.117
5290,0.8923,0.845,0.075,0.08
5291,-0.4871,0.838,0.105,0.057
5292,-0.5423,0.842,0.1,0.058
5293,-0.7783,0.827,0.173,0.0
5294,0.836,0.726,0.098,0.175
5295,0.9909,0.771,0.034,0.196
5296,0.9939,0.771,0.029,0.2
5297,-0.7783,0.858,0.142,0.0
5298,0.9833,0.823,0.05,0.127
5299,0.9939,0.826,0.068,0.107
5300,-0.34,0.856,0.086,0.058
5301,-0.6705,0.858,0.113,0.029
5302,0.7839,0.888,0.042,0.07
5303,0.9017,0.886,0.035,0.079
5304,-0.2023,0.826,0.089,0.085
5305,-0.7783,0.858,0.142,0.0
5306,0.936,0.798,0.07,0.132
5307,-0.3008,0.792,0.117,0.092
5308,-0.9895,0.795,0.141,0.065
5309,-0.0516,0.852,0.084,0.063
5310,-0.8422,0.91,0.065,0.026
5311,-0.4019,0.814,0.117,0.068
5312,-0.6705,0.86,0.111,0.029
5313,-0.7579,0.898,0.089,0.013
5314,-0.9731,0.853,0.093,0.054
5315,-0.4939,0.881,0.078,0.041
5316,-0.7757,0.862,0.091,0.047
5317,-0.5171,0.87,0.074,0.056
5318,-0.8481,0.865,0.121,0.014
5319,-0.4019,0.864,0.077,0.059
5320,-0.6124,0.794,0.121,0.085
5321,0.9808,0.854,0.045,0.101
5322,-0.6139,0.881,0.086,0.033
5323,0.4678,0.891,0.043,0.065
5324,-0.0772,0.891,0.056,0.052
5325,0.7184,0.884,0.045,0.071
5326,-0.8481,0.849,0.151,0.0
5327,-0.4019,0.834,0.098,0.068
5328,-0.7783,0.839,0.161,0.0
5329,0.9931,0.819,0.07,0.111
5330,0.9937,0.637,0.065,0.298
5331,-0.9435,0.825,0.14,0.035
5332,-0.9545,0.869,0.09,0.042
5333,-0.9996,0.756,0.16,0.084
5334,-0.5994,0.835,0.124,0.041
5335,-0.6908,0.877,0.099,0.024
5336,0.9631,0.848,0.036,0.116
5337,-0.7783,0.845,0.155,0.0
5338,-0.6705,0.874,0.1,0.026
5339,-0.5215,0.954,0.033,0.013
5340,0.8893,0.785,0.067,0.147
5341,-0.6705,0.854,0.116,0.03
5342,-0.128,0.881,0.065,0.054
5343,0.9931,0.804,0.066,0.13
5344,-0.7219,0.864,0.109,0.027
5345,-0.7783,0.955,0.045,0.0
5346,-0.1949,0.926,0.036,0.037
5347,-0.9904,0.857,0.112,0.031
5348,0.9955,0.687,0.045,0.268
5349,-0.983,0.872,0.089,0.039
5350,-0.9885,0.862,0.099,0.039
5351,0.5994,0.817,0.074,0.109
5352,0.9986,0.755,0.039,0.206
5353,-0.7783,0.862,0.138,0.0
5354,-0.9753,0.796,0.183,0.021
5355,0.9989,0.811,0.068,0.121
5356,0.3182,0.83,0.075,0.095
5357,-0.6908,0.824,0.142,0.034
5358,-0.966,0.841,0.143,0.015
5359,-0.5927,0.887,0.085,0.028
5360,-0.946,0.861,0.13,0.008
5361,0.3182,0.862,0.068,0.07
5362,0.9961,0.694,0.061,0.245
5363,-0.4033,0.857,0.091,0.053
5364,-0.9996,0.762,0.154,0.084
5365,-0.7783,0.82,0.18,0.0
5366,0.8172,0.769,0.085,0.147
5367,-0.1027,0.845,0.084,0.071
5368,0.2126,0.857,0.069,0.074
5369,-0.9998,0.762,0.162,0.076
5370,0.9863,0.812,0.051,0.137
